,cidade,latitude,longitude
644,Bom Jesus do Araguaia,-12.1706,-51.5032
645,Bom Jesus do Galho,-19.836,-42.3165
646,Bom Jesus do Itabapoana,-21.1449,-41.6822
647,Bom Jesus do Norte,-21.1173,-41.6731
648,Bom Jesus do Oeste,-26.6927,-53.0967
649,Bom Jesus do Sul,-26.1958,-53.5955
650,Bom Jesus do Tocantins,-5.0424,-48.6047
651,Bom Jesus do Tocantins,-8.96306,-48.165
652,Bom Jesus dos Perdões,-23.1356,-46.4675
653,Bom Lugar,-4.37311,-45.0326
654,Bom Princípio,-29.4856,-51.3548
655,Bom Princípio do Piauí,-3.19631,-41.6403
656,Bom Progresso,-27.5399,-53.8716
657,Bom Repouso,-22.4675,-46.144
658,Bom Retiro,-27.799,-49.487
659,Bom Retiro do Sul,-29.6071,-51.9456
660,Bom Sucesso,-21.0329,-44.7537
661,Bom Sucesso,-23.7063,-51.7671
662,Bom Sucesso,-6.44176,-37.9234
663,Bom Sucesso de Itararé,-24.3155,-49.1451
664,Bom Sucesso do Sul,-26.0731,-52.8353
665,Bombinhas,-27.1382,-48.5146
666,Bonfim do Piauí,-9.1605,-42.8865
667,Bonfinópolis,-16.6173,-48.9616
668,Bonfinópolis de Minas,-16.567999999999998,-45.9839
669,Boninal,-12.7069,-41.8286
670,Bonito,-8.471630000000001,-35.7292
671,Bonito,-11.9668,-41.2647
672,Bonito,-1.36745,-47.3066
673,Bonito,-21.1261,-56.4836
674,Bonito de Minas,-15.3231,-44.7543
675,Bonito de Santa Fé,-7.31341,-38.5133
676,Bonópolis,-13.6329,-49.8106
677,Boqueirão,-7.487,-36.1309
678,Boqueirão do Leão,-29.3046,-52.4284
679,Boqueirão do Piauí,-4.48181,-42.1212
680,Boquim,-11.1397,-37.6195
681,Boquira,-12.8205,-42.7324
682,Borá,-22.2696,-50.5409
683,Boracéia,-22.1926,-48.7808
684,Borba,-4.39154,-59.5874
685,Borborema,-6.801989999999999,-35.6187
686,Borborema,-21.6214,-49.0741
687,Borda da Mata,-22.2707,-46.1653
688,Borebi,-22.5728,-48.9707
689,Borrazópolis,-23.9366,-51.5875
690,Bossoroca,-28.7291,-54.9035
691,Botelhos,-21.6412,-46.39100000000001
692,Botucatu,-22.8837,-48.4437
693,Botumirim,-16.8657,-43.0086
694,Botuporã,-13.3772,-42.5163
695,Botuverá,-27.2007,-49.0689
696,Bozano,-28.3659,-53.772
697,Braço do Trombudo,-27.3586,-49.8821
698,Braga,-27.6173,-53.7405
699,Bragança,-1.06126,-46.7826
700,Bragança Paulista,-22.9527,-46.5419
701,Braganey,-24.8173,-53.1218
702,Branquinha,-9.23342,-36.0162
703,Brás Pires,-20.8419,-43.2406
704,Brasil Novo,-3.2979199999999995,-52.534
705,Brasilândia,-21.2544,-52.0365
706,Brasilândia de Minas,-16.9999,-46.0081
707,Brasilândia do Sul,-24.1978,-53.5275
708,Brasilândia do Tocantins,-8.38918,-48.4822
709,Brasiléia,-10.995,-68.7497
710,Brasileira,-4.1337,-41.7859
711,Brasília de Minas,-16.2104,-44.4299
712,Brasnorte,-12.1474,-57.9833
713,Braúna,-21.499,-50.3175
714,Braúnas,-19.0562,-42.7099
715,Brazabrantes,-16.4281,-49.3863
716,Brazópolis,-22.4743,-45.6166
717,Brejão,-9.02915,-36.566
718,Brejetuba,-20.1395,-41.2954
719,Brejinho,-6.18566,-35.3591
720,Brejinho,-7.346939999999999,-37.2865
721,Brejinho de Nazaré,-11.0058,-48.5683
722,Brejo,-3.67796,-42.7527
723,Brejo Alegre,-21.1651,-50.1861
724,Brejo da Madre de Deus,-8.14933,-36.3741
725,Brejo de Areia,-4.334,-45.581
726,Brejo do Cruz,-6.34185,-37.4943
727,Brejo do Piauí,-8.20314,-42.8229
728,Brejo dos Santos,-6.37065,-37.8253
729,Brejo Grande,-10.4297,-36.4611
730,Brejo Grande do Araguaia,-5.69822,-48.4103
731,Brejo Santo,-7.48469,-38.9799
732,Brejões,-13.1039,-39.7988
733,Brejolândia,-12.4815,-43.9679
734,Breu Branco,-3.77191,-49.5735
735,Breves,-1.68036,-50.4791
736,Britânia,-15.2428,-51.1602
737,Brochier,-29.5501,-51.5945
738,Brodowski,-20.9845,-47.6572
739,Brotas,-22.2795,-48.1251
740,Brotas de Macaúbas,-11.9915,-42.6326
741,Brumadinho,-20.151,-44.2007
742,Brunópolis,-27.3058,-50.8684
743,Bueno Brandão,-22.4383,-46.3491
744,Buenópolis,-17.8744,-44.1775
745,Buenos Aires,-7.7244899999999985,-35.3182
746,Buerarema,-14.9595,-39.3028
747,Bugre,-19.4231,-42.2552
748,Buíque,-8.619539999999999,-37.1606
749,Bujari,-9.81528,-67.955
750,Bujaru,-1.51762,-48.0381
751,Buri,-23.7977,-48.5958
752,Buritama,-21.0661,-50.1475
753,Buriti,-3.94169,-42.9179
754,Buriti Alegre,-18.1378,-49.0404
755,Buriti Bravo,-5.83239,-43.8353
756,Buriti de Goiás,-16.1792,-50.4302
757,Buriti do Tocantins,-5.3144800000000005,-48.2271
758,Buriti dos Lopes,-3.1825900000000003,-41.8695
759,Buriti dos Montes,-5.30584,-41.0933
760,Buriticupu,-4.32375,-46.4409
761,Buritinópolis,-14.4772,-46.4076
762,Buritirama,-10.7171,-43.6302
763,Buritirana,-5.59823,-47.0131
764,Buritis,-10.1943,-63.8324
765,Buritis,-15.6218,-46.4221
766,Buritizal,-20.1911,-47.7096
767,Buritizeiro,-17.3656,-44.9606
768,Butiá,-30.1179,-51.9601
769,Caapiranga,-3.31537,-61.2206
770,Caaporã,-7.513510000000001,-34.9055
771,Caarapó,-22.6368,-54.8209
772,Caatiba,-14.9699,-40.4092
773,Cabaceiras,-7.4889899999999985,-36.287
774,Cabaceiras do Paraguaçu,-12.5317,-39.1902
775,Cabeceira Grande,-16.0335,-47.0862
776,Cabeceiras,-15.7995,-46.9265
777,Cabeceiras do Piauí,-4.4773,-42.3069
778,Cabedelo,-6.987310000000001,-34.8284
779,Cabixi,-13.4945,-60.552
780,Cabo de Santo Agostinho,-8.28218,-35.0253
781,Cabo Frio,-22.8894,-42.0286
782,Cabo Verde,-21.4699,-46.3919
783,Cabrália Paulista,-22.4576,-49.3393
784,Cabreúva,-23.3053,-47.1362
785,Cabrobó,-8.50548,-39.3094
786,Caçador,-26.7757,-51.012
787,Caçapava,-23.0992,-45.7076
788,Caçapava do Sul,-30.5144,-53.4827
789,Cacaulândia,-10.349,-62.9043
790,Cacequi,-29.8883,-54.822
791,Cáceres,-16.0764,-57.6818
792,Cachoeira,-12.5994,-38.9587
793,Cachoeira Alta,-18.7618,-50.9432
794,Cachoeira da Prata,-19.521,-44.4544
795,Cachoeira de Goiás,-16.6635,-50.646
796,Cachoeira de Minas,-22.3511,-45.7809
797,Cachoeira de Pajeú,-15.9688,-41.4948
798,Cachoeira do Arari,-1.01226,-48.9503
799,Cachoeira do Piriá,-1.75974,-46.5459
800,Cachoeira dos Índios,-6.9135300000000015,-38.676
801,Cachoeira Dourada,-18.4859,-49.4766
802,Cachoeira Dourada,-18.5161,-49.5039
803,Cachoeira Grande,-2.93074,-44.0528
804,Cachoeira Paulista,-22.6665,-45.0154
805,Cachoeiras de Macacu,-22.4658,-42.6523
806,Cachoeirinha,-6.1156,-47.9234
807,Cachoeirinha,-8.48668,-36.2402
808,Cachoeirinha,-29.9472,-51.1016
809,Cacimba de Areia,-7.1212800000000005,-37.1563
810,Cacimba de Dentro,-6.6386,-35.7778
811,Cacimbas,-7.207210000000001,-37.0604
812,Cacimbinhas,-9.40121,-36.9911
813,Cacique Doble,-27.767,-51.6597
814,Cacoal,-11.4343,-61.4562
815,Caconde,-21.528,-46.6437
816,Caçu,-18.5594,-51.1328
817,Caculé,-14.5003,-42.2229
818,Caém,-11.0677,-40.432
819,Caetanópolis,-19.2971,-44.4189
820,Caetanos,-14.3347,-40.9175
821,Caeté,-19.8826,-43.6704
822,Caetés,-8.7803,-36.6268
823,Caetité,-14.0684,-42.4861
824,Cafarnaum,-11.6914,-41.4688
825,Cafeara,-22.789,-51.7142
826,Cafelândia,-21.8031,-49.6092
827,Cafelândia,-24.6189,-53.3207
828,Cafezal do Sul,-23.9005,-53.5124
829,Caiabu,-22.0127,-51.2394
830,Caiana,-20.6956,-41.9292
831,Caiapônia,-16.9539,-51.8091
832,Caibaté,-28.2905,-54.6454
833,Caibi,-27.0741,-53.2458
834,Caiçara,-27.2791,-53.4257
835,Caiçara,-6.62115,-35.4581
836,Caiçara do Norte,-5.07091,-36.0717
837,Caiçara do Rio do Vento,-5.76541,-35.9938
838,Cairu,-13.4904,-39.0465
839,Caiuá,-21.8322,-51.9969
840,Cajamar,-23.355,-46.8781
841,Cajapió,-2.87326,-44.6741
842,Cajari,-3.32742,-45.0145
843,Cajati,-24.7324,-48.1223
844,Cajazeiras,-6.880039999999998,-38.5577
845,Cajazeiras do Piauí,-6.79667,-42.3903
846,Cajazeirinhas,-6.960160000000001,-37.8009
847,Cajobi,-20.8773,-48.8063
848,Cajueiro,-9.3994,-36.1559
849,Cajueiro da Praia,-2.93111,-41.3408
850,Cajuri,-20.7903,-42.7925
851,Cajuru,-21.2749,-47.303
852,Calçado,-8.73108,-36.3366
853,Calçoene,2.50475,-50.9512
854,Caldas,-21.9183,-46.3843
855,Caldas Brandão,-7.1025,-35.3272
856,Caldas Novas,-17.7441,-48.6246
857,Caldazinha,-16.7117,-49.0013
858,Caldeirão Grande,-11.0208,-40.2956
859,Caldeirão Grande do Piauí,-7.3314,-40.6366
860,Califórnia,-23.6566,-51.3574
861,Calmon,-26.5942,-51.095
862,Calumbi,-7.935510000000002,-38.1482
863,Camacan,-15.4142,-39.4919
864,Camacho,-20.6294,-45.1593
865,Camalaú,-7.88503,-36.8242
866,Camamu,-13.9398,-39.1071
867,Camanducaia,-22.7515,-46.1494
868,Camapuã,-19.5347,-54.0431
869,Camargo,-28.588,-52.2003
870,Cambará,-23.0423,-50.0753
871,Cambará do Sul,-29.0474,-50.1465
872,Cambé,-23.2766,-51.2798
873,Cambira,-23.589,-51.5792
874,Cambuci,-21.5691,-41.9187
875,Cambuí,-22.6115,-46.0572
876,Cambuquira,-21.854,-45.2896
877,Cametá,-2.24295,-49.4979
878,Camocim,-2.9005,-40.8544
879,Camocim de São Félix,-8.35865,-35.7653
880,Campanário,-18.2427,-41.7355
881,Campanha,-21.836,-45.4004
882,Campestre,-21.7079,-46.2381
883,Campestre,-8.84723,-35.5685
884,Campestre da Serra,-28.7926,-51.0941
885,Campestre de Goiás,-16.7624,-49.695
886,Campestre do Maranhão,-6.17075,-47.3625
887,Campina da Lagoa,-24.5893,-52.7976
888,Campina das Missões,-27.9888,-54.8416
889,Campina do Monte Alegre,-23.5895,-48.4758
890,Campina do Simão,-25.0802,-51.8237
891,Campina Grande do Sul,-25.3044,-49.0551
892,Campina Verde,-19.5382,-49.4862
893,Campinaçu,-13.787,-48.5704
894,Campinápolis,-14.5162,-52.893
895,Campinas do Piauí,-7.6593,-41.8775
896,Campinas do Sul,-27.7174,-52.6248
897,Campinorte,-14.3137,-49.1511
898,Campo Alegre,-26.195,-49.2676
899,Campo Alegre,-9.78451,-36.3525
900,Campo Alegre de Goiás,-17.6363,-47.7768
901,Campo Alegre de Lourdes,-9.52221,-43.0126
902,Campo Alegre do Fidalgo,-8.38236,-41.8344
903,Campo Azul,-16.5028,-44.8096
904,Campo Belo do Sul,-27.8975,-50.7595
905,Campo Bonito,-25.0294,-52.9939
906,Campo do Brito,-10.7392,-37.4954
907,Campo do Meio,-21.1127,-45.8273
908,Campo do Tenente,-25.98,-49.6844
909,Campo Erê,-26.3931,-53.0856
910,Campo Florido,-19.7631,-48.5716
911,Campo Formoso,-10.5105,-40.32
912,Campo Grande do Piauí,-7.12827,-41.0315
913,Campo Largo do Piauí,-3.80441,-42.64
914,Campo Limpo de Goiás,-16.2971,-49.0895
915,Campo Limpo Paulista,-23.2078,-46.7889
916,Campo Magro,-25.3687,-49.4501
917,Campo Maior,-4.8217,-42.1641
918,Campo Novo,-27.6792,-53.8052
919,Campo Novo de Rondônia,-10.5712,-63.6266
920,Campo Novo do Parecis,-13.6587,-57.8907
921,Campo Redondo,-6.23829,-36.1888
922,Campo Verde,-15.545,-55.1626
923,Campos Belos,-13.035,-46.7681
924,Campos Borges,-28.8871,-53.0008
925,Campos de Júlio,-13.7242,-59.2858
926,Campos do Jordão,-22.7296,-45.5833
927,Campos Gerais,-21.237,-45.7569
928,Campos Lindos,-7.989560000000001,-46.8645
929,Campos Novos,-27.4002,-51.2276
930,Campos Novos Paulista,-22.602,-49.9987
931,Campos Sales,-7.06761,-40.3687
932,Campos Verdes,-14.2442,-49.6528
933,Camutanga,-7.40545,-35.2664
934,Cana Verde,-21.0232,-45.1801
935,Canaã,-20.6869,-42.6167
936,Canaã dos Carajás,-6.49659,-49.8776
937,Canabrava do Norte,-11.0556,-51.8209
938,Cananéia,-25.0144,-47.9341
939,Canapi,-9.11932,-37.5967
940,Canápolis,-13.0725,-44.201
941,Canápolis,-18.7212,-49.2035
942,Canas,-22.7003,-45.0521
943,Canavieira,-7.6882100000000015,-43.7233
944,Canavieiras,-15.6722,-38.9536
945,Candeal,-11.8049,-39.1203
946,Candeias,-12.6716,-38.5472
947,Candeias,-20.7692,-45.2765
948,Candeias do Jamari,-8.7907,-63.7005
949,Candelária,-29.6684,-52.7895
950,Candiba,-14.4097,-42.8667
951,Cândido de Abreu,-24.5649,-51.3372
952,Cândido Godói,-27.9515,-54.7517
953,Cândido Mendes,-1.43265,-45.7161
954,Cândido Mota,-22.7471,-50.3873
955,Cândido Rodrigues,-21.3275,-48.6327
956,Cândido Sales,-15.4993,-41.2414
957,Candiota,-31.5516,-53.6773
958,Candói,-25.5758,-52.0409
959,Canela,-29.356,-50.8119
960,Canguaretama,-6.37193,-35.1281
961,Canhoba,-10.1365,-36.9806
962,Canhotinho,-8.87652,-36.1979
963,Canindé,-4.35162,-39.3155
964,Canindé de São Francisco,-9.64882,-37.7923
965,Canitar,-23.004,-49.7839
966,Canoinhas,-26.1766,-50.395
967,Cansanção,-10.6647,-39.4944
968,Cantá,2.60994,-60.6058
969,Cantagalo,-21.9797,-42.3664
970,Cantagalo,-25.3734,-52.1198
971,Cantagalo,-18.5248,-42.6223
972,Cantanhede,-3.63757,-44.383
973,Canto do Buriti,-8.1111,-42.9517
974,Canudos,-9.90014,-39.1471
975,Canudos do Vale,-29.3271,-52.2374
976,Canutama,-6.52582,-64.3953
977,Capanema,-1.20529,-47.1778
978,Capanema,-25.6691,-53.8055
979,Capão Alto,-27.9389,-50.5098
980,Capão Bonito,-24.0113,-48.3482
981,Capão Bonito do Sul,-28.1254,-51.3961
982,Capão do Cipó,-28.9312,-54.5558
983,Capão do Leão,-31.7565,-52.4889
984,Caparaó,-20.5289,-41.9061
985,Capela,-9.41504,-36.0826
986,Capela,-10.5069,-37.0628
987,Capela de Santana,-29.6961,-51.328
988,Capela do Alto,-23.4685,-47.7388
989,Capela do Alto Alegre,-11.6658,-39.8349
990,Capela Nova,-20.9179,-43.622
991,Capelinha,-17.6888,-42.5147
992,Capetinga,-20.6163,-47.0571
993,Capim,-6.916239999999998,-35.1673
994,Capim Branco,-19.5471,-44.1304
995,Capim Grosso,-11.3797,-40.0089
996,Capinópolis,-18.6862,-49.5706
997,Capinzal,-27.3473,-51.6057
998,Capinzal do Norte,-4.7236,-44.328
999,Capistrano,-4.45569,-38.9048
1000,Capitão,-29.2674,-51.9853
1001,Capitão Andrade,-19.0748,-41.8614
1002,Capitão de Campos,-4.457,-41.944
1003,Capitão Enéas,-16.3265,-43.7084
1004,Capitão Gervásio Oliveira,-8.49655,-41.81399999999999
1005,Capitão Leônidas Marques,-25.4816,-53.6112
1006,Capitão Poço,-1.74785,-47.0629
1007,Capitólio,-20.6164,-46.0493
1008,Capivari,-22.9951,-47.5071
1009,Capivari de Baixo,-28.4498,-48.9631
1010,Capivari do Sul,-30.1383,-50.5152
1011,Capixaba,-10.566,-67.686
1012,Capoeiras,-8.73423,-36.6306
1013,Caputira,-20.1703,-42.2683
1014,Caraá,-29.7869,-50.4316
1015,Caracaraí,1.82766,-61.1304
1016,Caracol,-9.27933,-43.32899999999999
1017,Caracol,-22.011,-57.0277
1018,Caraguatatuba,-23.6125,-45.4125
1019,Caraí,-17.1862,-41.7004
1020,Caraíbas,-14.7177,-41.2603
1021,Carambeí,-24.9152,-50.0986
1022,Caranaíba,-20.8707,-43.7417
1023,Carandaí,-20.9566,-43.81100000000001
1024,Carangola,-20.7343,-42.0313
1025,Carapebus,-22.1821,-41.663
1026,Caratinga,-19.7868,-42.1292
1027,Carauari,-4.88161,-66.9086
1028,Caraúbas,-5.7838699999999985,-37.5586
1029,Caraúbas,-7.72049,-36.492
1030,Caraúbas do Piauí,-3.47525,-41.8425
1031,Caravelas,-17.7268,-39.2597
1032,Carazinho,-28.2958,-52.7933
1033,Carbonita,-17.5255,-43.0137
1034,Cardeal da Silva,-11.9472,-37.9469
1035,Cardoso,-20.08,-49.9183
1036,Cardoso Moreira,-21.4846,-41.6165
1037,Careaçu,-22.0424,-45.69600000000001
1038,Careiro,-3.76803,-60.369
1039,Careiro da Várzea,-3.314,-59.5557
1040,Caridade,-4.2251400000000015,-39.1912
1041,Caridade do Piauí,-7.73435,-40.9848
1042,Carinhanha,-14.2985,-43.7724
1043,Carira,-10.3524,-37.7002
1044,Cariré,-3.94858,-40.476
1045,Cariri do Tocantins,-11.8881,-49.1609
1046,Caririaçu,-7.02808,-39.2828
1047,Cariús,-6.52428,-39.4916
1048,Carlinda,-9.94912,-55.8417
1049,Carlópolis,-23.4269,-49.7235
1050,Carlos Chagas,-17.6973,-40.7723
1051,Carlos Gomes,-27.7167,-51.9121
1052,Carmésia,-19.0877,-43.1382
1053,Carmo,-21.931,-42.6046
1054,Carmo da Cachoeira,-21.4633,-45.2201
1055,Carmo da Mata,-20.5575,-44.8735
1056,Carmo de Minas,-22.1204,-45.1307
1057,Carmo do Paranaíba,-18.991,-46.3167
1058,Carmo do Rio Claro,-20.9736,-46.1149
1059,Carmo do Rio Verde,-15.3549,-49.708
1060,Carmolândia,-7.03262,-48.3978
1061,Carmópolis,-10.6449,-36.9887
1062,Carmópolis de Minas,-20.5396,-44.6336
1063,Carnaíba,-7.7934199999999985,-37.7946
1064,Carnaúba dos Dantas,-6.55015,-36.5868
1065,Carnaubal,-4.15985,-40.9413
1066,Carnaubeira da Penha,-8.31799,-38.7512
1067,Carneirinho,-19.6987,-50.6894
1068,Carneiros,-9.48476,-37.3773
1069,Caroebe,0.8842030000000001,-59.6959
1070,Carolina,-7.335839999999999,-47.4634
1071,Carpina,-7.84566,-35.2514
1072,Carrancas,-21.4898,-44.6446
1073,Carrapateira,-7.03414,-38.3399
1074,Carrasco Bonito,-5.31415,-48.0314
1075,Carutapera,-1.19696,-46.0085
1076,Carvalhópolis,-21.7735,-45.8421
1077,Carvalhos,-22.0,-44.4632
1078,Casa Branca,-21.7708,-47.0852
1079,Casa Grande,-20.7925,-43.9343
1080,Casa Nova,-9.16408,-40.974
1081,Casca,-28.5605,-51.9815
1082,Cascalho Rico,-18.5772,-47.8716
1083,Caseara,-9.27612,-49.9521
1084,Caseiros,-28.2582,-51.6861
1085,Casimiro de Abreu,-22.4812,-42.2066
1086,Casinhas,-7.740839999999999,-35.7206
1087,Casserengue,-6.779539999999999,-35.8179
1088,Cássia,-20.5831,-46.9201
1089,Cássia dos Coqueiros,-21.2801,-47.1643
1090,Cassilândia,-19.1179,-51.7313
1091,Castanheira,-11.1251,-58.6081
1092,Castanheiras,-11.4253,-61.9482
1093,Castelândia,-18.0921,-50.203
1094,Castelo do Piauí,-5.31869,-41.5499
1095,Castilho,-20.8689,-51.4884
1096,Castro Alves,-12.7579,-39.4248
1097,Cataguases,-21.3924,-42.6896
1098,Catanduva,-21.1314,-48.977
1099,Catanduvas,-25.2044,-53.1548
1100,Catanduvas,-27.069000000000006,-51.6602
1101,Catarina,-6.12291,-39.8736
1102,Catas Altas,-20.0734,-43.4061
1103,Catas Altas da Noruega,-20.6901,-43.4939
1104,Catende,-8.675089999999999,-35.7024
1105,Catiguá,-21.0519,-49.0616
1106,Catingueira,-7.1200800000000015,-37.6064
1107,Catolândia,-12.31,-44.8648
1108,Catolé do Rocha,-6.34062,-37.747
1109,Catu,-12.3513,-38.3791
1110,Catuípe,-28.2554,-54.0132
1111,Catuji,-17.3018,-41.5276
1112,Catunda,-4.64336,-40.2
1113,Caturaí,-16.4447,-49.4936
1114,Caturama,-13.3239,-42.2904
1115,Caturité,-7.4165899999999985,-36.0306
1116,Catuti,-15.3616,-42.9627
1117,Cavalcante,-13.7976,-47.4566
1118,Caxambu,-21.9753,-44.9319
1119,Caxambu do Sul,-27.1624,-52.8807
1120,Caxias,-4.86505,-43.3617
1121,Caxingó,-3.4190400000000003,-41.8955
1122,Ceará-Mirim,-5.64323,-35.4247
1123,Cedral,-2.00027,-44.5281
1124,Cedral,-20.9009,-49.2664
1125,Cedro,-6.600339999999999,-39.0609
1126,Cedro,-7.71179,-39.2367
1127,Cedro de São João,-10.2534,-36.8856
1128,Cedro do Abaeté,-19.1458,-45.712
1129,Celso Ramos,-27.6327,-51.335
1130,Centenário,-27.7615,-51.9984
1131,Centenário,-8.961030000000003,-47.3304
1132,Centenário do Sul,-22.8188,-51.5973
1133,Central,-11.1376,-42.1116
1134,Central de Minas,-18.7612,-41.3143
1135,Central do Maranhão,-2.19831,-44.8254
1136,Centralina,-18.5852,-49.2014
1137,Centro do Guilherme,-2.44891,-46.0345
1138,Centro Novo do Maranhão,-2.12696,-46.1228
1139,Cerejeiras,-13.187,-60.8168
1140,Ceres,-15.3061,-49.6
1141,Cerqueira César,-23.038,-49.1655
1142,Cerquilho,-23.1665,-47.7459
1143,Cerrito,-31.8419,-52.8004
1144,Cerro Azul,-26.0891,-52.8691
1145,Cerro Branco,-29.657,-52.9406
1146,Cerro Corá,-6.03503,-36.3503
1147,Cerro Grande,-27.6106,-53.1672
1148,Cerro Largo,-28.1463,-54.7428
1149,Cerro Negro,-27.7942,-50.8673
1150,Cesário Lange,-23.226,-47.9545
1151,Céu Azul,-25.1489,-53.8415
1152,Cezarina,-16.9718,-49.7758
1153,Chã de Alegria,-8.006789999999999,-35.204
1154,Chã Grande,-8.23827,-35.4571
1155,Chã Preta,-9.2556,-36.2983
1156,Chácara,-21.6733,-43.215
1157,Chalé,-20.0453,-41.6897
1158,Chapada,-28.0559,-53.0665
1159,Chapada da Natividade,-11.6175,-47.7486
1160,Chapada de Areia,-10.1419,-49.1403
1161,Chapada do Norte,-17.0881,-42.5392
1162,Chapada dos Guimarães,-15.4643,-55.7499
1163,Chapada Gaúcha,-15.3014,-45.6116
1164,Chapadão do Céu,-18.4073,-52.549
1165,Chapadão do Lageado,-27.5905,-49.5539
1166,Chapadão do Sul,-18.788,-52.6263
1167,Chapadinha,-3.73875,-43.3538
1168,Charqueada,-22.5096,-47.7755
1169,Charrua,-27.9493,-52.015
1170,Chaval,-3.03571,-41.2435
1171,Chavantes,-23.0366,-49.7096
1172,Chaves,-0.164154,-49.987
1173,Chiador,-21.9996,-43.0617
1174,Chiapetta,-27.923,-53.9419
1175,Chopinzinho,-25.8515,-52.5173
1176,Choró,-4.83906,-39.1344
1177,Chorozinho,-4.28873,-38.4986
1178,Chorrochó,-8.9695,-39.0979
1179,Chuí,-33.6866,-53.4594
1180,Chupinguaia,-12.5611,-60.8877
1181,Chuvisca,-30.7504,-51.9737
1182,Cícero Dantas,-10.5897,-38.3794
1183,Cidade Gaúcha,-23.3772,-52.9436
1184,Cidade Ocidental,-16.0765,-47.9252
1185,Cidelândia,-5.17465,-47.7781
1186,Cidreira,-30.1604,-50.2337
1187,Cipó,-11.1032,-38.5179
1188,Cipotânea,-20.9026,-43.3629
1189,Ciríaco,-28.3419,-51.8741
1190,Claraval,-20.397,-47.2768
1191,Claro dos Poções,-17.082,-44.2061
1192,Cláudia,-11.5075,-54.8835
1193,Cláudio,-20.4437,-44.7673
1194,Clementina,-21.5604,-50.4525
1195,Clevelândia,-26.4043,-52.3508
1196,Coaraci,-14.637,-39.5556
1197,Coari,-4.094119999999998,-63.1441
1198,Cocal,-3.4727900000000003,-41.5546
1199,Cocal de Telha,-4.5571,-41.9587
1200,Cocal do Sul,-28.5986,-49.3335
1201,Cocal dos Alves,-3.62047,-41.4402
1202,Cocalinho,-14.3903,-51.0001
1203,Cocalzinho de Goiás,-15.7914,-48.7747
1204,Cocos,-14.1814,-44.5352
1205,Codajás,-3.83053,-62.0658
1206,Codó,-4.45562,-43.8924
1207,Coelho Neto,-4.25245,-43.0108
1208,Coimbra,-20.8535,-42.8008
1209,Coité do Nóia,-9.63348,-36.5845
1210,Coivaras,-5.09224,-42.208
1211,Colares,-0.936423,-48.2803
1212,Colatina,-19.5493,-40.6269
1213,Colíder,-10.8135,-55.46100000000001
1214,Colina,-20.7114,-48.5387
1215,Colinas,-29.3948,-51.8556
1216,Colinas,-6.03199,-44.2543
1217,Colinas do Sul,-14.1528,-48.076
1218,Colinas do Tocantins,-8.05764,-48.4757
1219,Colméia,-8.72463,-48.7638
1220,Colniza,-9.46121,-59.2252
1221,Colômbia,-20.1768,-48.6865
1222,Colônia do Gurguéia,-8.1837,-43.794
1223,Colônia do Piauí,-7.22651,-42.1756
1224,Colônia Leopoldina,-8.91806,-35.7214
1225,Colorado,-28.5258,-52.9928
1226,Colorado,-22.8374,-51.9743
1227,Colorado do Oeste,-13.1174,-60.5454
1228,Coluna,-18.2311,-42.8352
1229,Combinado,-12.7917,-46.5388
1230,Comendador Gomes,-19.6973,-49.0789
1231,Comendador Levy Gasparian,-22.0404,-43.214
1232,Comercinho,-16.2963,-41.7945
1233,Comodoro,-13.6614,-59.7848
1234,Conceição,-7.55106,-38.5014
1235,Conceição da Aparecida,-21.096,-46.2049
1236,Conceição da Barra,-18.5883,-39.7362
1237,Conceição da Barra de Minas,-21.1316,-44.4729
1238,Conceição da Feira,-12.5078,-38.9978
1239,Conceição das Alagoas,-19.9172,-48.3839
1240,Conceição das Pedras,-22.1576,-45.4562
1241,Conceição de Ipanema,-19.9326,-41.6908
1242,Conceição de Macabu,-22.0834,-41.8719
1243,Conceição do Almeida,-12.7836,-39.1715
1244,Conceição do Araguaia,-8.26136,-49.2689
1245,Conceição do Canindé,-7.87638,-41.5942
1246,Conceição do Castelo,-20.3639,-41.2417
1247,Conceição do Coité,-11.56,-39.2808
1248,Conceição do Lago-Açu,-3.85142,-44.8895
1249,Conceição do Mato Dentro,-19.0344,-43.4221
1250,Conceição do Pará,-19.7456,-44.8945
1251,Conceição do Rio Verde,-21.8778,-45.087
1252,Conceição do Tocantins,-12.2209,-47.2951
1253,Conceição dos Ouros,-22.4078,-45.7996
1254,Conchal,-22.3375,-47.1729
1255,Conchas,-23.0154,-48.0134
1256,Concórdia,-27.2335,-52.026
1257,Concórdia do Pará,-1.99238,-47.9422
1258,Condado,-6.89831,-37.606
1259,Condado,-7.58787,-35.0999
1260,Condeúba,-14.9022,-41.9718
1261,Condor,-28.2075,-53.4905
1262,Cônego Marinho,-15.2892,-44.4181
1263,Confins,-19.6282,-43.9931
1264,Confresa,-10.6437,-51.5699
1265,Congo,-7.790780000000002,-36.6581
1266,Congonhal,-22.1488,-46.043
1267,Congonhas,-20.4958,-43.851000000000006
1268,Congonhas do Norte,-18.8021,-43.6767
1269,Congonhinhas,-23.5493,-50.5569
